,Description,Position Id,Variance,EPC,PC,Position,Men off,Wastage,Checkers,1,2,3,4,5,6,Formula used,Estimate,Error,Abc,Matussek,2 Tower,3 Tower,4 Tower,5 Tower,Odd,CG,CG_N,gap1,gap2,gap3,gap4,gap5,gap6,tower1,tower2,tower3,tower4,tower5,tower6,towers,acedeuce,highlow,High,Medium,Low,Rollish
2031,Rollish,267,0.55505747,50.23447,17,2 B02000,2,33.23447,13,11,0,2,0,0,0,Tba,24.0,-26.23447037,36.0,47.1,,,,,1,0.8076923076923077,0.2692307692307692,0,1,0,1,1,1,1,0,0,0,0,0,1,11,11,False,False,False,True
2032,Rollish,964,0.1987525,22.460785,12,A 121100,10,10.460785,5,1,2,1,1,0,0,Matussek,21.3,-1.160784912,22.0,21.3,,,,,1,1.9,0.6333333333333333,0,0,0,0,1,1,0,0,0,0,0,0,0,3,2,False,False,False,True
2033,Low,33336,1.0265526,62.41984,50,1 304232,1,12.41984,14,3,0,4,2,3,2,Tba,57.0,-5.419841766,61.2,65.3,,,,,0,3.5714285714285716,1.1904761904761905,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4,False,False,True,False
2034,Low,7163,0.78009117,54.56885,28,1 822020,1,26.56885,14,8,2,2,0,2,0,Tba,35.0,-19.56885147,45.0,54.1,,,,,0,2.0,0.6666666666666666,0,0,0,1,0,1,1,0,0,0,0,0,1,10,8,False,False,True,False
2035,Low,23340,0.86462283,55.753216,42,2 314131,2,13.753216,13,3,1,4,1,3,1,Tba,49.0,-6.75321579,53.7,58.1,,,,,1,2.730769230769231,0.9102564102564102,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,False,False,True,False
2036,Low,7062,0.7123308,47.93392,23,3 811020,3,24.93392,12,8,1,1,0,2,0,Tba,30.0,-17.93392181,39.5,47.0,,,,,0,1.9166666666666667,0.638888888888889,0,0,0,1,0,1,1,0,0,0,0,0,1,9,8,False,False,True,False
2037,Low,10025,0.750734,47.78266,35,4 214130,4,12.78266,11,2,1,4,1,3,0,Tba,42.0,-5.782661438,46.7,49.0,,,,,1,2.6818181818181817,0.8939393939393939,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,False,False,True,False
2038,Rollish,3900,0.46377233,43.214417,16,4 910010,4,27.214417,11,9,1,0,0,1,0,Tba,23.0,-20.2144165,33.5,42.0,,,,,1,0.9545454545454546,0.3181818181818182,0,0,1,1,0,1,1,0,0,0,0,0,1,10,9,False,False,False,True
2039,Rollish,7743,0.4791271,38.86113,27,6 213120,6,11.86113,9,2,1,3,1,2,0,Tba,34.0,-4.861129761,38.0,39.0,,,,,1,2.5,0.8333333333333334,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,False,False,False,True
2040,Low,4832,0.4145788,31.25159,20,8 203110,8,11.25159,7,2,0,3,1,1,0,Matussek,30.5,-0.7515907288,30.5,30.5,,,,,1,2.357142857142857,0.7857142857142857,0,1,0,0,0,1,0,0,0,0,0,0,0,2,3,False,False,True,False
2041,Medium,4205,0.46936187,26.71525,17,9 113010,9,9.71525,6,1,1,3,0,1,0,Matussek,26.4,-0.3152500153,27.0,26.4,,,,,0,2.8333333333333335,0.9444444444444445,0,0,0,1,0,1,0,0,0,0,0,0,0,2,3,False,True,False,False
2042,Rollish,62,0.29687366,29.273342,12,7 440000,7,17.273342,8,4,4,0,0,0,0,Matussek,30.7,1.426657867,26.0,30.7,,,,,0,1.5,0.5,0,0,1,1,1,1,0,0,0,0,0,0,0,8,4,False,False,False,True
2043,Rollish,634,0.5850759,51.606155,30,1 446000,1,21.606155,14,4,4,6,0,0,0,Tba,37.0,-14.6061554,46.6,54.5,,,,,0,2.142857142857143,0.7142857142857143,0,0,0,1,1,1,0,0,1,0,0,0,1,8,6,False,False,False,True
2044,High,23424,0.8284168,38.157055,31,8 010231,8,7.157055,7,0,1,0,2,3,1,Matussek,38.3,0.1429450989,38.5,38.3,,,,,1,3.928571428571429,1.3095238095238095,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,True,False,False,False
2045,Rollish,32102,0.711317,61.40669,45,0 522222,0,16.40669,15,5,2,2,2,2,2,Tba,52.0,-9.40668869,58.0,65.1,,,,,1,2.5,0.8333333333333334,0,0,0,0,0,0,1,0,0,0,0,0,1,7,3,False,False,False,True
2046,High,23139,0.72546685,33.94615,27,9 010131,9,6.94615,6,0,1,0,1,3,1,Matussek,33.9,-0.0461517334,34.5,33.9,,,,,0,4.5,1.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,True,False,False,False
2047,Rollish,19747,0.5443638,51.792683,34,2 522211,2,17.792683,13,5,2,2,2,1,1,Tba,41.0,-10.79268265,47.0,53.8,,,,,1,2.1153846153846154,0.7051282051282052,0,0,0,0,0,0,1,0,0,0,0,0,1,7,4,False,False,False,True
2048,Medium,7963,0.5151318,27.260689,20,A 010220,10,7.260689,5,0,1,0,2,2,0,Matussek,27.0,-0.2606887817,28.5,27.0,,,,,1,3.5,1.1666666666666667,1,0,1,0,0,1,0,0,0,0,0,0,0,1,2,False,True,False,False
2049,Rollish,16408,0.46160012,43.723137,25,4 522101,4,18.723137,11,5,2,2,1,0,1,Tba,32.0,-11.7231369,38.0,44.2,,,,,1,1.772727272727273,0.5909090909090909,0,0,0,0,1,0,1,0,0,0,0,0,1,7,5,False,False,False,True
2050,Low,30745,0.815873,57.962086,45,1 242312,1,12.962086,14,2,4,2,3,1,2,Tba,52.0,-5.962085724,56.0,61.9,,,,,0,3.2142857142857144,1.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,False,False,True,False
2051,Medium,12062,0.89762604,52.33985,40,3 311340,3,12.33985,12,3,1,1,3,4,0,Tba,47.0,-5.339851379,51.5,54.6,,,,,0,3.3333333333333335,1.1111111111111112,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,False,True,False,False
2052,Rollish,5741,0.6240953,58.22689,34,0 722310,0,24.22689,15,7,2,2,3,1,0,Tba,41.0,-17.22689056,50.0,59.1,,,,,1,1.7666666666666666,0.5888888888888889,0,0,0,0,0,1,1,0,0,0,0,0,1,9,7,False,False,False,True
2053,Medium,10214,0.69764537,43.046757,31,5 311230,5,12.046757,10,3,1,1,2,3,0,Tba,38.0,-5.046756744,42.5,44.0,,,,,0,3.1,1.0333333333333334,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,False,True,False,False
2054,Rollish,5312,0.53023225,50.891907,29,2 622210,2,21.891907,13,6,2,2,2,1,0,Tba,36.0,-14.89190674,44.0,51.7,,,,,1,1.7307692307692308,0.576923076923077,0,0,0,0,0,1,1,0,0,0,0,0,1,8,6,False,False,False,True
2055,Low,5222,0.4575831,32.97004,21,7 311210,7,11.97004,8,3,1,1,2,1,0,Matussek,33.6,0.6299606323,32.5,33.6,,,,,0,2.625,0.875,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,False,False,True,False
2056,Low,40289,0.92532253,59.190563,48,2 320233,2,11.190563,13,3,2,0,2,3,3,Tba,55.0,-4.190563202,59.0,61.8,,,,,1,3.1923076923076925,1.064102564102564,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3,False,False,True,False
2057,Low,32004,0.6452581,48.84502,37,4 320222,4,11.84502,11,3,2,0,2,2,2,Tba,44.0,-4.845020294,48.0,50.5,,,,,1,2.8636363636363638,0.9545454545454546,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3,False,False,True,False
2058,Low,32324,0.94197035,59.51201,49,1 223322,1,10.51201,14,2,2,3,3,2,2,Tba,56.0,-3.512008667,59.5,63.3,,,,,0,3.5,1.1666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,False,False,True,False
2059,Low,30354,0.55809665,41.206936,31,6 220212,6,10.206936,9,2,2,0,2,1,2,Tba,38.0,-3.206935883,41.0,42.3,,,,,1,2.9444444444444446,0.9814814814814815,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,False,False,True,False
2060,Medium,32132,0.91023695,53.390297,44,3 123222,3,9.390297,12,1,2,3,2,2,2,Tba,51.0,-2.390296936,53.5,55.9,,,,,0,3.6666666666666665,1.222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,False,True,False,False
2061,Low,29981,0.47632733,34.139713,25,8 210112,8,9.139713,7,2,1,0,1,1,2,Matussek,34.6,0.4602867126,34.5,34.6,,,,,1,3.0714285714285716,1.023809523809524,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,False,False,True,False
2062,Medium,21849,0.6216309,40.81089,32,6 121221,6,8.81089,9,1,2,1,2,2,1,Tba,39.0,-1.810890198,41.0,42.2,,,,,1,3.0555555555555554,1.0185185185185184,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,False,True,False,False
2063,Low,1736,0.49149603,38.366707,24,5 242200,5,14.366707,10,2,4,2,2,0,0,Tba,31.0,-7.366706848,36.0,40.1,,,,,0,2.4,0.7999999999999999,0,0,0,0,1,1,0,0,0,0,0,0,0,6,4,False,False,True,False
2064,Medium,871,0.4247931,24.541212,13,9 140100,9,11.541212,6,1,4,0,1,0,0,Matussek,26.1,1.558787918,24.0,26.1,,,,,0,2.1666666666666665,0.7222222222222222,0,0,1,0,1,1,0,0,0,0,0,0,0,5,4,False,True,False,False
2065,Low,17366,0.6261934,48.46619,32,3 422301,3,16.46619,12,4,2,2,3,0,1,Tba,39.0,-9.466190338,44.0,50.0,,,,,0,2.6666666666666665,0.8888888888888888,0,0,0,0,1,0,0,0,0,0,0,0,0,6,4,False,False,True,False
2066,Medium,3058,0.7965052,48.368298,35,3 223500,3,13.368298,12,2,2,3,5,0,0,Tba,42.0,-6.368297577,46.5,50.5,,,,,0,2.9166666666666665,0.9722222222222222,0,0,0,0,1,1,0,0,0,1,0,0,1,4,5,False,True,False,False
2067,Medium,2676,0.62214786,40.170273,28,5 222400,5,12.170273,10,2,2,2,4,0,0,Tba,35.0,-5.170272827,39.0,42.3,,,,,0,2.8,0.9333333333333332,0,0,0,0,1,1,0,0,0,0,0,0,0,4,4,False,True,False,False
2068,Medium,2172,0.4788577,32.4141,21,7 221300,7,11.4141,8,2,2,1,3,0,0,Matussek,33.1,0.685899353,32.0,33.1,,,,,0,2.625,0.875,0,0,0,0,1,1,0,0,0,0,0,0,0,4,3,False,True,False,False
2069,Rollish,15587,0.6461753,57.04045,26,0 860001,0,31.04045,15,8,6,0,0,0,1,Tba,33.0,-24.04045105,44.0,56.4,,,,,1,1.2333333333333334,0.41111111111111115,0,0,1,1,1,0,1,1,0,0,0,0,2,14,8,False,False,False,True
2070,Low,5785,0.7751898,54.353905,34,1 613310,1,20.353905,14,6,1,3,3,1,0,Tba,41.0,-13.35390472,49.0,56.6,,,,,0,2.4285714285714284,0.8095238095238094,0,0,0,0,0,1,1,0,0,0,0,0,1,7,6,False,False,True,False
2071,Rollish,19812,0.61748207,58.559425,40,0 443211,0,18.559425,15,4,4,3,2,1,1,Tba,47.0,-11.55942535,53.5,61.2,,,,,1,2.1666666666666665,0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,False,False,False,True
2072,Rollish,479,0.42404905,37.356564,20,5 424000,5,17.356564,10,4,2,4,0,0,0,Tba,27.0,-10.35656357,34.2,39.3,,,,,0,2.0,0.6666666666666666,0,0,0,1,1,1,0,0,0,0,0,0,0,6,4,False,False,False,True
2073,Rollish,4872,0.5481774,50.483025,30,2 443110,2,20.483025,13,4,4,3,1,1,0,Tba,37.0,-13.4830246,44.5,50.7,,,,,1,1.8076923076923075,0.6025641025641025,0,0,0,0,0,1,0,0,0,0,0,0,0,8,4,False,False,False,True
2074,Rollish,19316,0.406713,38.22142,27,6 222111,6,11.22142,9,2,2,2,1,1,1,Tba,34.0,-4.221420288,37.0,39.4,,,,,1,2.5,0.8333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,False,False,False,True
2075,Rollish,4128,0.27925345,29.789557,17,8 222010,8,12.789557,7,2,2,2,0,1,0,Matussek,28.9,-0.8895565033,28.0,28.9,,,,,1,1.9285714285714284,0.6428571428571428,0,0,0,1,0,1,0,0,0,0,0,0,0,4,2,False,False,False,True
2076,Low,2730,0.62144154,46.749912,32,3 323400,3,14.749912,12,3,2,3,4,0,0,Tba,39.0,-7.749912262,44.5,49.1,,,,,0,2.6666666666666665,0.8888888888888888,0,0,0,0,1,1,0,0,0,0,0,0,0,5,4,False,False,True,False
2077,Rollish,850,0.37513137,30.321655,13,7 520100,7,17.321655,8,5,2,0,1,0,0,Matussek,31.5,1.178344727,27.0,31.5,,,,,0,1.625,0.5416666666666666,0,0,1,0,1,1,1,0,0,0,0,0,1,7,5,False,False,False,True
2078,Medium,44886,1.4757956,68.18714,60,1 022424,1,8.18714,14,0,2,2,4,2,4,Tba,67.0,-1.187141418,68.0,72.1,,,,,0,4.285714285714286,1.4285714285714286,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,False,True,False,False
2079,Medium,39730,1.30928,59.84069,52,3 012423,3,7.84069,12,0,1,2,4,2,3,Tba,59.0,-0.8406906128,59.5,62.7,,,,,0,4.333333333333333,1.4444444444444444,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,False,True,False,False
2080,Rollish,1813,0.53917843,51.33842,30,1 543200,1,21.33842,14,5,4,3,2,0,0,Tba,37.0,-14.33842087,45.5,52.9,,,,,0,2.142857142857143,0.7142857142857143,0,0,0,0,1,1,1,0,0,0,0,0,1,9,5,False,False,False,True
2081,Medium,4194,0.48124924,27.500483,16,9 203010,9,11.500483,6,2,0,3,0,1,0,Matussek,27.1,-0.4004825592,26.5,27.1,,,,,0,2.6666666666666665,0.8888888888888888,0,1,0,1,0,1,0,0,0,0,0,0,0,2,3,False,True,False,False
2082,Rollish,2083,0.34415814,30.595922,18,8 220300,8,12.595922,7,2,2,0,3,0,0,Matussek,30.3,-0.2959224701,29.0,30.3,,,,,1,2.0714285714285716,0.6904761904761906,0,0,1,0,1,1,0,0,0,0,0,0,0,4,3,False,False,False,True
2083,Low,39069,0.8010434,57.73402,44,2 323023,2,13.73402,13,3,2,3,0,2,3,Tba,51.0,-6.734020233,55.5,59.2,,,,,1,2.8846153846153846,0.9615384615384616,0,0,0,1,0,0,0,0,0,0,0,0,0,5,3,False,False,True,False
2084,Low,39608,0.9441638,61.28369,50,1 321323,1,11.28369,14,3,2,1,3,2,3,Tba,57.0,-4.283691406,61.0,64.8,,,,,0,3.5714285714285716,1.1904761904761905,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,False,False,True,False
2085,Low,39411,0.7746474,54.53099,43,3 320223,3,11.53099,12,3,2,0,2,2,3,Tba,50.0,-4.530990601,54.0,56.6,,,,,0,3.5833333333333335,1.1944444444444444,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3,False,False,True,False
2086,Medium,21869,0.7834347,48.985,37,4 051221,4,11.985,11,0,5,1,2,2,1,Tba,44.0,-4.98500061,46.5,51.1,,,,,1,2.8636363636363638,0.9545454545454546,1,0,0,0,0,0,0,1,0,0,0,0,1,5,5,False,True,False,False
2087,Low,19696,0.63647556,42.747173,31,5 141211,5,11.747173,10,1,4,1,2,1,1,Tba,38.0,-4.747173309,41.0,44.6,,,,,0,3.1,1.0333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,False,False,True,False
2088,Low,22177,0.79852855,56.9452,44,1 242321,1,12.9452,14,2,4,2,3,2,1,Tba,51.0,-5.945201874,55.0,61.0,,,,,0,3.142857142857143,1.0476190476190477,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,False,False,True,False
2089,Low,21865,0.71011454,49.900524,37,3 241221,3,12.900524,12,2,4,1,2,2,1,Tba,44.0,-5.900524139,48.0,52.8,,,,,0,3.0833333333333335,1.027777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,False,False,True,False
2090,Low,19259,0.558035,41.24615,28,5 241111,5,13.24615,10,2,4,1,1,1,1,Tba,35.0,-6.24615097,39.0,43.2,,,,,0,2.8,0.9333333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,False,False,True,False
2091,Medium,4608,0.49809402,33.021526,19,7 240110,7,14.021526,8,2,4,0,1,1,0,Matussek,33.3,0.2784736633,31.0,33.3,,,,,0,2.375,0.7916666666666666,0,0,1,0,0,1,0,0,0,0,0,0,0,6,4,False,True,False,False
2092,Rollish,17974,0.7484385,59.87075,42,0 432501,0,17.87075,15,4,3,2,5,0,1,Tba,49.0,-10.87075043,54.5,62.1,,,,,1,2.3,0.7666666666666666,0,0,0,0,1,0,0,0,0,1,0,0,1,7,5,False,False,False,True
2093,High,48921,1.6910063,69.4052,62,2 012145,2,7.4052,13,0,1,2,1,4,5,Abc,69.5,0.09480285645,69.5,72.1,,,,,1,4.269230769230769,1.4230769230769231,1,0,0,0,0,0,0,0,0,0,0,1,1,1,5,True,False,False,False
2094,High,50722,1.680675,72.962456,65,1 013226,1,7.962456,14,0,1,3,2,2,6,Abc,73.0,0.03754425049,73.0,77.0,,,,,0,4.642857142857143,1.5476190476190477,1,0,0,0,0,0,0,0,0,0,0,1,1,1,6,True,False,False,False
2095,High,45633,1.4962982,61.096794,54,4 002144,4,7.096794,11,0,0,2,1,4,4,Abc,61.0,-0.09679412842,61.0,62.7,,,,,1,4.409090909090909,1.4696969696969697,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,True,False,False,False
2096,Medium,48227,1.3840113,63.09733,55,3 013125,3,8.09733,12,0,1,3,1,2,5,Tba,62.0,-1.097328186,63.0,65.5,,,,,0,4.583333333333333,1.5277777777777777,1,0,0,0,0,0,0,0,0,0,0,1,1,1,5,False,True,False,False
2097,Medium,43682,1.0572011,52.310055,44,5 013114,5,8.310055,10,0,1,3,1,1,4,Tba,51.0,-1.310054779,52.0,54.2,,,,,0,4.4,1.4666666666666668,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,False,True,False,False
2098,Medium,39059,0.9280583,47.431095,39,6 013023,6,8.431095,9,0,1,3,0,2,3,Tba,46.0,-1.431095123,47.0,47.9,,,,,1,3.833333333333333,1.2777777777777777,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,False,True,False,False
2099,Medium,37719,0.7910693,39.84791,32,8 003013,8,7.84791,7,0,0,3,0,1,3,Matussek,39.4,-0.4479118347,39.5,39.4,,,,,1,4.071428571428571,1.357142857142857,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,False,True,False,False
2100,Medium,37609,0.72305477,35.10826,28,9 011013,9,7.10826,6,0,1,1,0,1,3,Matussek,35.1,-0.008261108398,35.5,35.1,,,,,0,4.666666666666667,1.5555555555555556,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,False,True,False,False
2101,Low,10329,0.80704075,56.03163,42,1 243230,1,14.03163,14,2,4,3,2,3,0,Tba,49.0,-7.03163147,54.5,59.5,,,,,0,3.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,4,False,False,True,False
2102,Low,7767,0.6562121,47.53061,33,3 243120,3,14.53061,12,2,4,3,1,2,0,Tba,40.0,-7.530609131,45.5,49.9,,,,,0,2.75,0.9166666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,6,4,False,False,True,False
2103,Medium,39663,1.24638,65.37497,56,1 024323,1,9.37497,14,0,2,4,3,2,3,Tba,63.0,-2.374969482,65.2,69.2,,,,,0,4.0,1.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,False,True,False,False
2104,Medium,32341,1.0923644,59.7008,50,2 024322,2,9.7008,13,0,2,4,3,2,2,Tba,57.0,-2.700801849,59.2,63.1,,,,,1,3.3461538461538463,1.1153846153846154,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,False,True,False,False
2105,Medium,7079,0.50089616,34.025497,21,7 231020,7,13.025497,8,2,3,1,0,2,0,Matussek,33.6,-0.4254974365,32.5,33.6,,,,,0,2.625,0.875,0,0,0,1,0,1,0,0,0,0,0,0,0,5,3,False,True,False,False
2106,Medium,32131,0.93260044,51.824303,43,4 023222,4,8.824303,11,0,2,3,2,2,2,Tba,50.0,-1.824302673,51.5,53.9,,,,,1,3.409090909090909,1.1363636363636365,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,False,True,False,False
2107,Medium,4025,0.32013038,24.778683,14,9 221010,9,10.778683,6,2,2,1,0,1,0,Matussek,25.1,0.3213172913,25.0,25.1,,,,,0,2.3333333333333335,0.7777777777777778,0,0,0,1,0,1,0,0,0,0,0,0,0,4,2,False,True,False,False
2108,Medium,19795,0.6913359,41.367714,32,6 023211,6,9.367714,9,0,2,3,2,1,1,Tba,39.0,-2.367713928,40.5,42.6,,,,,1,3.0555555555555554,1.0185185185185184,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,False,True,False,False
2109,Medium,10537,0.7731948,48.291958,38,4 122330,4,10.291958,11,1,2,2,3,3,0,Tba,45.0,-3.291957855,48.0,49.5,,,,,1,2.9545454545454546,0.9848484848484849,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,False,True,False,False
2110,Medium,10493,0.8438159,43.01787,34,6 021330,6,9.01787,9,0,2,1,3,3,0,Tba,41.0,-2.017871857,43.0,43.7,,,,,1,3.2777777777777777,1.0925925925925926,1,0,0,0,0,1,0,0,0,0,0,0,0,2,3,False,True,False,False
2111,Medium,5670,0.55708116,32.88966,24,8 021310,8,8.88966,7,0,2,1,3,1,0,Matussek,33.3,0.4103401184,33.0,33.3,,,,,1,2.9285714285714284,0.9761904761904762,1,0,0,0,0,1,0,0,0,0,0,0,0,2,3,False,True,False,False
2112,Medium,5230,0.50158393,28.60897,20,9 021210,9,8.60897,6,0,2,1,2,1,0,Matussek,28.9,0.2910293579,29.0,28.9,,,,,0,3.3333333333333335,1.1111111111111112,1,0,0,0,0,1,0,0,0,0,0,0,0,2,2,False,True,False,False
2113,High,1614,0.44816282,19.959364,13,B 011200,11,6.959364,4,0,1,1,2,0,0,Matussek,20.4,0.4406360626,21.5,20.4,,,,,0,3.25,1.0833333333333333,1,0,0,0,1,1,0,0,0,0,0,0,0,1,2,True,False,False,False
2114,Rollish,19806,0.6068335,54.57647,38,1 433211,1,16.57647,14,4,3,3,2,1,1,Tba,45.0,-9.576469421,51.0,57.9,,,,,0,2.7142857142857144,0.9047619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,False,False,False,True
2115,Low,10444,0.8082014,51.219948,35,3 420330,3,16.219948,12,4,2,0,3,3,0,Tba,42.0,-9.219947815,48.0,51.9,,,,,0,2.9166666666666665,0.9722222222222222,0,0,1,0,0,1,0,0,0,0,0,0,0,6,4,False,False,True,False
2116,Rollish,19746,0.5775418,47.844265,33,3 422211,3,14.844265,12,4,2,2,2,1,1,Tba,40.0,-7.844264984,45.0,50.8,,,,,0,2.75,0.9166666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,False,False,False,True
2117,Medium,5598,0.64120483,41.671814,25,5 420310,5,16.671814,10,4,2,0,3,1,0,Tba,32.0,-9.671813965,38.0,41.5,,,,,0,2.5,0.8333333333333334,0,0,1,0,0,1,0,0,0,0,0,0,0,6,4,False,True,False,False
2118,Low,5300,0.5326084,39.62396,25,5 412210,5,14.62396,10,4,1,2,2,1,0,Tba,32.0,-7.623958588,37.5,41.4,,,,,0,2.5,0.8333333333333334,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4,False,False,True,False
2119,Medium,940,0.39241958,24.697445,11,9 401100,9,13.697445,6,4,0,1,1,0,0,Matussek,25.7,1.002555084,23.0,25.7,,,,,0,1.8333333333333333,0.611111111111111,0,1,0,0,1,1,0,0,0,0,0,0,0,4,4,False,True,False,False
2120,Medium,4275,0.7410359,41.695374,22,5 504010,5,19.695374,10,5,0,4,0,1,0,Tba,29.0,-12.69537354,36.2,40.9,,,,,0,2.2,0.7333333333333334,0,1,0,1,0,1,1,0,0,0,0,0,1,5,5,False,True,False,False
2121,Medium,264,0.60338885,38.341988,14,5 802000,5,24.341988,10,8,0,2,0,0,0,Tba,21.0,-17.34198761,30.0,38.1,,,,,0,1.4,0.4666666666666666,0,1,0,1,1,1,1,0,0,0,0,0,1,8,8,False,True,False,False
2122,Medium,33105,0.91800755,54.06127,44,3 132132,3,10.06127,12,1,3,2,1,3,2,Tba,51.0,-3.061271667,53.5,56.2,,,,,0,3.6666666666666665,1.222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,False,True,False,False
2123,Low,29709,0.73336774,57.057236,34,1 722012,1,23.057236,14,7,2,2,0,1,2,Tba,41.0,-16.05723572,49.0,58.1,,,,,0,2.4285714285714284,0.8095238095238094,0,0,0,1,0,0,1,0,0,0,0,0,1,9,7,False,False,True,False
2124,Medium,32836,0.8278143,47.724415,38,5 122032,5,9.724415,10,1,2,2,0,3,2,Tba,45.0,-2.724414825,47.0,48.5,,,,,0,3.8,1.2666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,False,True,False,False
2125,Low,27357,0.6344858,49.67441,28,3 622002,3,21.67441,12,6,2,2,0,0,2,Tba,35.0,-14.67441177,42.0,49.9,,,,,0,2.3333333333333335,0.7777777777777778,0,0,0,1,1,0,1,0,0,0,0,0,1,8,6,False,False,True,False
2126,Medium,32827,0.86448085,42.62503,35,7 012032,7,7.62503,8,0,1,2,0,3,2,Matussek,43.2,0.5749694824,42.5,43.2,,,,,0,4.375,1.4583333333333333,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,False,True,False,False
2127,Low,27267,0.5454548,42.638107,24,5 521002,5,18.638107,10,5,2,1,0,0,2,Tba,31.0,-11.6381073,37.0,42.1,,,,,0,2.4,0.7999999999999999,0,0,0,1,1,0,1,0,0,0,0,0,1,7,5,False,False,True,False
2128,High,22776,0.61999714,30.06701,23,A 010031,10,7.06701,5,0,1,0,0,3,1,Five Tower,29.6,-0.4670108795,30.5,29.5,,,,29.6,1,4.1,1.3666666666666665,1,0,1,1,0,0,0,0,0,0,0,0,0,1,3,True,False,False,False
2129,Medium,25942,1.1774168,63.748447,49,1 322061,1,14.748447,14,3,2,2,0,6,1,Tba,56.0,-7.748447418,60.0,66.0,,,,,0,3.5,1.1666666666666667,0,0,0,1,0,0,0,0,0,0,1,0,1,5,6,False,True,False,False
2130,Medium,13577,1.0328114,55.408806,40,3 321060,3,15.408806,12,3,2,1,0,6,0,Tba,47.0,-8.408805847,52.0,56.1,,,,,0,3.3333333333333335,1.1111111111111112,0,0,0,1,0,1,0,0,0,0,1,0,1,5,6,False,True,False,False
2131,Medium,13568,1.0109651,49.450558,37,5 211060,5,12.450558,10,2,1,1,0,6,0,Five Tower,47.6,-1.850557709,47.5,49.8,,,,47.6,0,3.7,1.2333333333333334,0,0,0,1,0,1,0,0,0,0,1,0,1,3,6,False,True,False,False
2132,Rollish,507,0.56685144,50.630005,27,1 554000,1,23.630005,14,5,5,4,0,0,0,Tba,34.0,-16.63000488,43.7,52.2,,,,,0,1.9285714285714286,0.6428571428571429,0,0,0,1,1,1,1,1,0,0,0,0,2,10,5,False,False,False,True
2133,Medium,12514,0.80487216,40.87772,29,7 210050,7,11.87772,8,2,1,0,0,5,0,Five Tower,38.4,-2.477719879,39.5,40.8,,,,38.4,0,3.625,1.2083333333333333,0,0,1,1,0,1,0,0,0,0,1,0,1,3,5,False,True,False,False
2134,Rollish,412,0.47022328,43.524685,22,3 543000,3,21.524685,12,5,4,3,0,0,0,Tba,29.0,-14.52468491,37.5,45.1,,,,,0,1.8333333333333333,0.611111111111111,0,0,0,1,1,1,1,0,0,0,0,0,1,9,5,False,False,False,True
